"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"North Carolina","Caswell",2019,214,205,9,0,0,0,0,64,48,40,0,0,214,0,0,0
"North Carolina","Catawba",2019,269,223,46,0,0,0,0,71,54,34,0,0,0,0,269,0
"North Carolina","Cumberland",2019,271,200,71,0,0,0,0,84,60,44,0,0,181,0,87,3
"North Carolina","Davidson",2019,255,197,58,0,0,0,0,73,56,36,0,0,0,0,255,0
"North Carolina","Durham",2019,272,208,64,0,0,0,0,87,58,44,0,0,180,0,92,0
"North Carolina","Edgecombe",2019,271,238,33,0,0,0,0,71,52,41,0,0,177,0,94,0
"North Carolina","Forsyth",2019,243,159,84,0,0,0,0,90,64,45,0,5,133,0,105,0
"North Carolina","Graham",2019,214,162,52,0,0,0,0,97,61,45,0,0,214,0,0,0
"North Carolina","Granville",2019,209,166,43,0,0,0,0,87,64,44,0,0,209,0,0,0
"North Carolina","Guilford",2019,273,213,60,0,0,0,0,90,64,44,0,0,195,0,59,19
"North Carolina","Haywood",2019,273,209,62,2,0,0,0,108,64,45,0,0,213,60,0,0
"North Carolina","Jackson",2019,50,48,2,0,0,0,0,62,49,21,0,0,0,0,50,0
"North Carolina","Johnston",2019,271,213,58,0,0,0,0,87,55,43,0,0,145,0,126,0
"North Carolina","Lenoir",2019,206,174,32,0,0,0,0,87,54,43,0,0,206,0,0,0
"North Carolina","Lincoln",2019,212,150,62,0,0,0,0,97,67,45,0,0,212,0,0,0
"North Carolina","Macon",2019,207,192,15,0,0,0,0,87,49,37,0,0,207,0,0,0
"North Carolina","Martin",2019,264,230,34,0,0,0,0,74,54,41,0,0,206,0,0,58
"North Carolina","Mecklenburg",2019,274,171,93,10,0,0,0,136,74,46,1,0,176,0,97,0
"North Carolina","Mitchell",2019,241,235,6,0,0,0,0,59,39,24,0,0,0,0,241,0
"North Carolina","Montgomery",2019,266,220,46,0,0,0,0,71,54,40,0,0,157,0,109,0
"North Carolina","New Hanover",2019,260,231,29,0,0,0,0,80,51,38,0,0,192,0,68,0
"North Carolina","Northampton",2019,58,55,3,0,0,0,0,58,49,36,0,0,0,0,58,0
"North Carolina","Person",2019,270,226,44,0,0,0,0,92,58,43,0,0,213,57,0,0
"North Carolina","Pitt",2019,265,224,41,0,0,0,0,87,54,41,0,0,181,0,84,0
"North Carolina","Rockingham",2019,214,178,36,0,0,0,0,84,58,44,0,0,214,0,0,0
"North Carolina","Rowan",2019,273,216,57,0,0,0,0,100,67,44,0,0,273,0,0,0
"North Carolina","Swain",2019,273,235,38,0,0,0,0,90,52,39,0,0,152,0,121,0
"North Carolina","Union",2019,204,149,54,1,0,0,0,105,67,46,0,0,204,0,0,0
"North Carolina","Wake",2019,272,170,102,0,0,0,0,93,62,48,0,0,135,0,137,0
"North Carolina","Yancey",2019,213,166,47,0,0,0,0,87,64,45,0,0,213,0,0,0
"North Dakota","Billings",2019,273,262,11,0,0,0,0,84,46,36,0,0,244,0,29,0
"North Dakota","Burke",2019,273,262,11,0,0,0,0,67,47,36,0,1,244,3,24,1
"North Dakota","Burleigh",2019,274,244,30,0,0,0,0,90,53,33,1,6,168,0,91,8
"North Dakota","Cass",2019,271,241,28,1,1,0,0,156,51,36,0,6,207,0,57,1
"North Dakota","Dunn",2019,273,257,16,0,0,0,0,87,48,37,0,0,257,0,16,0
"North Dakota","McKenzie",2019,273,261,12,0,0,0,0,77,48,37,0,1,249,0,22,1
"North Dakota","Mercer",2019,273,249,24,0,0,0,0,71,49,38,0,0,211,3,59,0
"North Dakota","Oliver",2019,273,247,26,0,0,0,0,84,50,37,0,0,256,0,17,0
"North Dakota","Ward",2019,272,255,17,0,0,0,0,87,46,31,0,6,188,0,74,4
"North Dakota","Williams",2019,273,222,50,1,0,0,0,108,59,38,0,0,186,51,35,1
"Ohio","Adams",2019,243,243,0,0,0,0,0,45,33,20,0,0,0,31,212,0
"Ohio","Allen",2019,243,199,44,0,0,0,0,97,58,41,0,0,161,31,51,0
"Ohio","Ashtabula",2019,243,222,20,1,0,0,0,112,49,38,0,0,184,59,0,0
"Ohio","Athens",2019,81,78,3,0,0,0,0,56,41,27,0,0,0,0,81,0
"Ohio","Belmont",2019,244,234,10,0,0,0,0,64,39,16,14,161,0,1,63,5
"Ohio","Butler",2019,273,187,83,3,0,0,0,107,74,45,0,0,231,4,34,4
"Ohio","Clark",2019,243,141,101,1,0,0,0,101,66,46,0,0,117,3,123,0
"Ohio","Clermont",2019,272,205,63,4,0,0,0,140,61,44,0,0,185,0,87,0
"Ohio","Clinton",2019,213,173,40,0,0,0,0,100,58,44,0,0,213,0,0,0
"Ohio","Columbiana",2019,237,237,0,0,0,0,0,26,12,1,0,0,0,195,0,42
"Ohio","Cuyahoga",2019,244,127,114,3,0,0,0,105,74,50,1,3,104,2,128,6
"Ohio","Delaware",2019,181,157,24,0,0,0,0,84,51,42,0,0,181,0,0,0
"Ohio","Fayette",2019,208,192,16,0,0,0,0,74,49,39,0,0,208,0,0,0
"Ohio","Franklin",2019,244,164,79,1,0,0,0,101,67,47,1,4,141,0,97,1
"Ohio","Gallia",2019,243,227,15,1,0,0,0,105,37,6,0,0,0,243,0,0
"Ohio","Geauga",2019,169,136,31,2,0,0,0,119,64,44,0,0,169,0,0,0
"Ohio","Greene",2019,182,156,26,0,0,0,0,90,54,42,0,0,182,0,0,0
"Ohio","Hamilton",2019,274,121,147,6,0,0,0,119,77,52,1,5,137,0,131,0
"Ohio","Harrison",2019,188,186,2,0,0,0,0,59,31,2,148,0,0,0,38,2
"Ohio","Jefferson",2019,243,140,101,2,0,0,0,123,63,47,0,0,82,4,157,0
"Ohio","Knox",2019,184,161,23,0,0,0,0,93,54,43,0,0,184,0,0,0
"Ohio","Lake",2019,244,209,30,5,0,0,0,115,58,40,1,0,172,1,70,0
"Ohio","Lawrence",2019,243,211,32,0,0,0,0,77,52,41,0,0,147,0,96,0
"Ohio","Licking",2019,184,164,20,0,0,0,0,80,51,42,0,0,184,0,0,0
"Ohio","Lorain",2019,243,207,36,0,0,0,0,71,52,39,0,0,153,0,90,0
"Ohio","Lucas",2019,243,191,51,1,0,0,0,143,63,42,0,0,158,10,75,0
"Ohio","Madison",2019,184,154,30,0,0,0,0,93,58,43,0,0,184,0,0,0
"Ohio","Mahoning",2019,243,202,41,0,0,0,0,84,56,41,0,0,137,1,105,0
"Ohio","Medina",2019,264,233,31,0,0,0,0,78,52,39,0,0,141,0,123,0
"Ohio","Miami",2019,180,167,13,0,0,0,0,77,50,41,0,0,180,0,0,0
"Ohio","Montgomery",2019,244,152,92,0,0,0,0,94,63,45,1,0,128,0,114,1
"Ohio","Morgan",2019,236,236,0,0,0,0,0,21,7,1,0,0,0,236,0,0
"Ohio","Noble",2019,208,195,13,0,0,0,0,74,49,38,0,0,208,0,0,0
"Ohio","Portage",2019,219,203,16,0,0,0,0,87,49,38,0,0,184,0,35,0
"Ohio","Preble",2019,243,177,66,0,0,0,0,93,61,44,1,0,162,0,80,0
"Ohio","Scioto",2019,243,237,6,0,0,0,0,78,38,14,0,0,0,42,68,133
"Ohio","Stark",2019,243,144,99,0,0,0,0,100,67,47,0,0,126,0,117,0
"Ohio","Summit",2019,273,204,66,3,0,0,0,115,62,43,0,0,153,2,118,0
"Ohio","Trumbull",2019,243,194,49,0,0,0,0,100,60,42,0,0,159,0,84,0
"Ohio","Warren",2019,273,205,65,3,0,0,0,122,64,44,0,0,175,0,98,0
"Ohio","Washington",2019,184,165,19,0,0,0,0,87,51,42,0,0,184,0,0,0
"Ohio","Wood",2019,183,165,18,0,0,0,0,87,50,40,0,0,183,0,0,0
"Oklahoma","Adair",2019,182,161,21,0,0,0,0,86,51,40,1,0,135,0,43,3
"Oklahoma","Canadian",2019,273,225,47,1,0,0,0,105,61,40,0,0,273,0,0,0
"Oklahoma","Carter",2019,273,201,72,0,0,0,0,97,59,44,0,0,171,0,102,0
"Oklahoma","Choctaw",2019,196,183,13,0,0,0,0,90,48,39,0,0,196,0,0,0
"Oklahoma","Cleveland",2019,273,163,110,0,0,0,0,90,66,47,0,0,154,0,119,0
"Oklahoma","Comanche",2019,273,198,75,0,0,0,0,97,67,44,0,0,184,0,89,0
"Oklahoma","Creek",2019,265,241,23,1,0,0,0,101,50,38,0,0,265,0,0,0
"Oklahoma","Custer",2019,236,235,1,0,0,0,0,58,26,14,0,0,0,0,0,236
"Oklahoma","Dewey",2019,273,210,63,0,0,0,0,93,60,44,0,0,196,0,77,0
"Oklahoma","Garfield",2019,253,250,3,0,0,0,0,74,14,0,0,0,0,253,0,0
"Oklahoma","Johnston",2019,81,71,10,0,0,0,0,67,51,42,0,0,81,0,0,0
"Oklahoma","Kay",2019,273,213,59,1,0,0,0,106,56,40,0,0,56,3,214,0
"Oklahoma","Le Flore",2019,38,35,3,0,0,0,0,79,48,28,0,0,0,0,35,3
"Oklahoma","Mayes",2019,271,258,13,0,0,0,0,100,46,13,0,0,118,153,0,0
"Oklahoma","Muskogee",2019,195,178,15,1,1,0,0,169,46,12,0,0,0,61,0,134
"Oklahoma","Nowata",2019,273,200,72,1,0,0,0,118,58,43,0,0,164,0,109,0
"Oklahoma","Oklahoma",2019,274,164,109,1,0,0,0,119,74,47,1,1,172,0,99,1
"Oklahoma","Osage",2019,271,228,43,0,0,0,0,90,58,40,0,0,271,0,0,0
"Oklahoma","Ottawa",2019,181,147,34,0,0,0,0,99,54,41,0,0,70,0,102,9
"Oklahoma","Pittsburg",2019,273,190,81,2,0,0,0,105,61,44,0,0,164,0,109,0
"Oklahoma","Sequoyah",2019,212,185,27,0,0,0,0,67,52,38,0,12,92,0,108,0
"Oklahoma","Tulsa",2019,274,175,98,1,0,0,0,105,68,47,1,2,173,0,98,0
"Oregon","Baker",2019,90,88,2,0,0,0,0,60,43,26,0,0,0,0,90,0
"Oregon","Benton",2019,90,86,4,0,0,0,0,60,40,20,0,0,0,0,90,0
"Oregon","Clackamas",2019,61,58,3,0,0,0,0,90,44,36,0,0,61,0,0,0
"Oregon","Columbia",2019,58,56,2,0,0,0,0,84,39,29,0,0,58,0,0,0
"Oregon","Coos",2019,107,106,1,0,0,0,0,58,35,19,0,0,0,0,107,0
"Oregon","Crook",2019,56,48,8,0,0,0,0,85,57,17,0,0,0,0,56,0
"Oregon","Deschutes",2019,90,89,1,0,0,0,0,56,37,20,0,0,0,0,90,0
"Oregon","Grant",2019,90,51,38,1,0,0,0,103,65,47,0,0,0,0,90,0
"Oregon","Harney",2019,133,83,45,5,0,0,0,131,74,40,0,0,0,0,133,0
"Oregon","Jackson",2019,161,136,24,1,0,0,0,105,59,35,0,0,61,0,100,0
"Oregon","Jefferson",2019,90,61,29,0,0,0,0,81,67,33,0,0,0,0,90,0
"Oregon","Josephine",2019,105,74,31,0,0,0,0,88,71,36,0,0,0,0,105,0
"Oregon","Klamath",2019,105,76,29,0,0,0,0,92,70,33,0,0,0,0,105,0
"Oregon","Lake",2019,120,101,18,1,0,0,0,106,60,20,0,0,0,0,120,0
"Oregon","Lane",2019,181,131,47,3,0,0,0,117,70,37,0,0,52,0,122,7
"Oregon","Linn",2019,90,81,9,0,0,0,0,95,52,26,0,0,0,0,90,0
"Oregon","Marion",2019,61,59,2,0,0,0,0,74,43,33,0,0,61,0,0,0
"Oregon","Multnomah",2019,181,175,6,0,0,0,0,84,42,32,5,20,146,0,10,0
"Oregon","Umatilla",2019,150,123,27,0,0,0,0,80,56,38,0,0,60,0,90,0
"Oregon","Union",2019,90,85,5,0,0,0,0,56,45,24,0,0,0,0,88,2
"Oregon","Wallowa",2019,90,76,14,0,0,0,0,83,54,30,0,0,0,0,90,0
"Oregon","Washington",2019,182,169,13,0,0,0,0,87,47,31,2,12,120,0,48,0
"Pennsylvania","Adams",2019,212,164,48,0,0,0,0,80,59,43,0,0,162,0,50,0
"Pennsylvania","Allegheny",2019,274,100,165,6,3,0,0,161,80,55,1,0,87,20,166,0
"Pennsylvania","Armstrong",2019,212,189,23,0,0,0,0,71,51,39,0,0,152,0,60,0
"Pennsylvania","Beaver",2019,212,150,61,1,0,0,0,132,63,45,0,0,153,0,59,0
"Pennsylvania","Berks",2019,212,159,46,6,1,0,0,165,67,43,0,0,145,1,66,0
"Pennsylvania","Blair",2019,206,165,41,0,0,0,0,90,60,42,0,0,145,0,61,0
"Pennsylvania","Bradford",2019,201,176,25,0,0,0,0,75,52,39,0,0,150,0,51,0
"Pennsylvania","Bucks",2019,209,181,25,3,0,0,0,136,61,39,0,0,209,0,0,0
"Pennsylvania","Cambria",2019,210,176,34,0,0,0,0,84,55,39,0,3,131,0,76,0
"Pennsylvania","Centre",2019,212,151,61,0,0,0,0,91,65,44,0,0,131,0,81,0
"Pennsylvania","Chester",2019,208,154,52,2,0,0,0,115,67,44,0,0,167,0,41,0
"Pennsylvania","Clearfield",2019,208,207,1,0,0,0,0,61,44,37,0,0,208,0,0,0
"Pennsylvania","Cumberland",2019,181,123,54,4,0,0,0,150,69,40,0,0,0,0,181,0
"Pennsylvania","Dauphin",2019,212,169,40,2,1,0,0,158,64,42,0,0,145,0,66,1
"Pennsylvania","Delaware",2019,210,148,58,4,0,0,0,131,70,44,0,3,143,0,64,0
"Pennsylvania","Elk",2019,207,197,10,0,0,0,0,80,49,39,0,0,207,0,0,0
"Pennsylvania","Erie",2019,211,187,24,0,0,0,0,93,51,37,0,5,147,0,59,0
"Pennsylvania","Fayette",2019,208,192,16,0,0,0,0,67,48,39,0,0,177,0,31,0
"Pennsylvania","Franklin",2019,198,184,14,0,0,0,0,80,49,39,0,0,198,0,0,0
"Pennsylvania","Greene",2019,203,194,9,0,0,0,0,58,45,35,0,0,144,0,59,0
"Pennsylvania","Indiana",2019,211,193,18,0,0,0,0,93,50,41,0,0,203,8,0,0
"Pennsylvania","Lackawanna",2019,212,196,16,0,0,0,0,80,49,39,0,14,183,0,15,0
"Pennsylvania","Lancaster",2019,212,138,67,6,1,0,0,157,72,46,0,0,128,0,84,0
"Pennsylvania","Lawrence",2019,209,208,1,0,0,0,0,54,43,32,0,0,209,0,0,0
"Pennsylvania","Lebanon",2019,207,159,45,3,0,0,0,142,64,43,0,0,144,0,63,0
"Pennsylvania","Lehigh",2019,211,172,36,3,0,0,0,119,61,40,0,0,151,0,60,0
"Pennsylvania","Luzerne",2019,210,201,9,0,0,0,0,77,47,37,0,0,206,0,0,4
"Pennsylvania","Lycoming",2019,208,200,8,0,0,0,0,67,46,37,0,0,208,0,0,0
"Pennsylvania","Mercer",2019,212,171,41,0,0,0,0,93,57,42,0,0,163,0,49,0
"Pennsylvania","Monroe",2019,202,194,8,0,0,0,0,80,47,38,0,0,202,0,0,0
"Pennsylvania","Montgomery",2019,212,178,33,1,0,0,0,129,57,35,0,0,146,0,66,0
"Pennsylvania","Northampton",2019,212,172,37,3,0,0,0,114,63,42,0,0,161,0,51,0
"Pennsylvania","Philadelphia",2019,182,132,49,1,0,0,0,136,66,43,1,19,108,0,54,0
"Pennsylvania","Somerset",2019,209,192,17,0,0,0,0,80,49,39,0,0,209,0,0,0
"Pennsylvania","Susquehanna",2019,181,168,13,0,0,0,0,70,46,24,0,0,0,0,181,0
"Pennsylvania","Tioga",2019,210,203,7,0,0,0,0,63,48,38,0,2,180,0,28,0
"Pennsylvania","Warren",2019,181,178,1,2,0,0,0,120,24,10,0,0,0,181,0,0
"Pennsylvania","Washington",2019,212,146,65,1,0,0,0,110,61,44,0,0,137,1,74,0
"Pennsylvania","Westmoreland",2019,205,187,18,0,0,0,0,93,50,39,0,0,167,0,38,0
"Pennsylvania","York",2019,212,175,37,0,0,0,0,93,58,41,0,10,157,0,45,0
"Puerto Rico","Adjuntas",2019,57,53,4,0,0,0,0,58,44,18,0,0,0,0,57,0
"Puerto Rico","Bayamon",2019,149,142,7,0,0,0,0,95,42,15,0,0,38,27,84,0
"Puerto Rico","Caguas",2019,171,165,6,0,0,0,0,67,23,9,94,19,0,0,58,0
"Puerto Rico","Catano",2019,169,28,79,14,2,26,20,396,326,88,0,0,59,1,102,7
"Puerto Rico","Fajardo",2019,59,54,5,0,0,0,0,66,50,21,0,0,0,0,59,0
"Puerto Rico","Guayama",2019,75,74,1,0,0,0,0,96,7,6,0,0,0,75,0,0
"Puerto Rico","Guaynabo",2019,181,159,20,2,0,0,0,105,51,22,23,114,0,0,34,10
"Puerto Rico","Mayagnez",2019,20,12,8,0,0,0,0,76,71,41,0,0,1,0,19,0
"Puerto Rico","Ponce",2019,170,104,60,6,0,0,0,136,67,39,7,0,0,0,142,21
"Puerto Rico","San Juan",2019,99,99,0,0,0,0,0,30,17,13,99,0,0,0,0,0
"Rhode Island","Kent",2019,178,169,9,0,0,0,0,84,48,39,0,0,113,0,65,0
"Rhode Island","Providence",2019,208,176,32,0,0,0,0,84,54,43,1,12,117,0,72,6
"Rhode Island","Washington",2019,181,171,9,1,0,0,0,108,48,40,0,0,118,0,63,0
"South Carolina","Aiken",2019,223,188,35,0,0,0,0,97,61,42,0,0,223,0,0,0
"South Carolina","Anderson",2019,190,143,46,1,0,0,0,108,67,44,0,0,190,0,0,0
"South Carolina","Berkeley",2019,172,145,27,0,0,0,0,100,58,40,0,0,172,0,0,0
"South Carolina","Charleston",2019,263,213,49,1,0,0,0,140,58,40,0,0,169,0,93,1
"South Carolina","Chesterfield",2019,271,196,75,0,0,0,0,90,64,44,0,0,184,0,87,0
"South Carolina","Colleton",2019,7,7,0,0,0,0,0,32,32,29,0,0,5,0,2,0
"South Carolina","Darlington",2019,228,176,52,0,0,0,0,100,64,44,0,0,228,0,0,0
"South Carolina","Edgefield",2019,273,214,59,0,0,0,0,88,58,42,0,0,182,0,91,0
"South Carolina","Florence",2019,270,239,31,0,0,0,0,70,51,32,0,0,0,0,270,0
"South Carolina","Georgetown",2019,92,91,1,0,0,0,0,52,25,14,0,0,0,0,0,92
"South Carolina","Greenville",2019,273,173,99,1,0,0,0,101,71,46,0,1,189,0,82,1
"South Carolina","Horry",2019,206,150,56,0,0,0,0,97,67,44,0,0,206,0,0,0
"South Carolina","Lexington",2019,273,233,40,0,0,0,0,66,53,31,0,0,0,0,246,27
"South Carolina","Oconee",2019,273,219,53,1,0,0,0,105,58,43,0,0,238,0,35,0
"South Carolina","Pickens",2019,215,141,74,0,0,0,0,93,77,46,0,0,215,0,0,0
"South Carolina","Richland",2019,274,198,74,2,0,0,0,136,67,44,1,0,222,0,51,0
"South Carolina","Spartanburg",2019,273,183,88,2,0,0,0,105,71,46,0,0,198,0,75,0
"South Carolina","York",2019,272,198,67,7,0,0,0,133,71,43,0,0,210,26,36,0
"South Dakota","Brookings",2019,181,115,61,5,0,0,0,126,77,47,0,0,165,0,16,0
"South Dakota","Brown",2019,60,52,8,0,0,0,0,77,56,24,0,0,0,0,54,6
"South Dakota","Codington",2019,178,156,22,0,0,0,0,83,54,27,0,0,0,0,146,32
"South Dakota","Custer",2019,181,174,7,0,0,0,0,84,49,40,0,0,176,0,5,0
"South Dakota","Hughes",2019,177,171,6,0,0,0,0,65,38,14,0,0,0,0,177,0
"South Dakota","Jackson",2019,181,165,16,0,0,0,0,61,50,41,0,2,169,0,10,0
"South Dakota","Meade",2019,181,174,7,0,0,0,0,80,46,37,0,0,177,0,0,4
"South Dakota","Minnehaha",2019,182,149,32,1,0,0,0,105,58,42,1,6,147,0,27,1
"South Dakota","Pennington",2019,179,127,48,4,0,0,0,117,67,35,0,9,0,0,54,116
"South Dakota","Union",2019,180,146,34,0,0,0,0,97,58,40,0,2,119,0,53,6
"Tennessee","Anderson",2019,181,145,36,0,0,0,0,87,67,39,0,0,122,59,0,0
"Tennessee","Blount",2019,244,201,42,1,0,0,0,101,54,42,1,0,217,0,26,0
"Tennessee","Claiborne",2019,208,188,20,0,0,0,0,80,50,38,0,0,208,0,0,0
"Tennessee","Davidson",2019,182,140,42,0,0,0,0,74,57,43,1,21,80,0,80,0
"Tennessee","DeKalb",2019,210,186,24,0,0,0,0,80,51,38,0,0,210,0,0,0
"Tennessee","Dyer",2019,176,167,9,0,0,0,0,60,45,26,0,0,0,0,176,0
"Tennessee","Hamilton",2019,273,178,95,0,0,0,0,97,67,46,0,0,166,0,107,0
"Tennessee","Jefferson",2019,121,100,21,0,0,0,0,90,58,44,0,0,121,0,0,0
"Tennessee","Knox",2019,273,203,70,0,0,0,0,84,58,42,0,0,137,0,133,3
"Tennessee","Lawrence",2019,173,164,9,0,0,0,0,60,44,25,0,0,0,0,173,0
"Tennessee","Loudon",2019,181,146,35,0,0,0,0,80,58,42,0,0,93,0,88,0
"Tennessee","Madison",2019,181,174,7,0,0,0,0,57,45,24,0,0,0,0,181,0
"Tennessee","Maury",2019,179,171,8,0,0,0,0,61,45,25,0,0,0,0,179,0
"Tennessee","McMinn",2019,173,149,24,0,0,0,0,65,53,29,0,0,0,0,173,0
"Tennessee","Montgomery",2019,178,167,11,0,0,0,0,63,46,26,0,0,0,0,178,0
"Tennessee","Putnam",2019,181,177,4,0,0,0,0,63,42,23,0,0,0,0,181,0
"Tennessee","Roane",2019,173,158,15,0,0,0,0,71,49,27,0,0,0,0,173,0
"Tennessee","Sevier",2019,243,187,56,0,0,0,0,87,61,45,0,0,243,0,0,0
"Tennessee","Shelby",2019,182,121,61,0,0,0,0,90,63,44,1,6,106,0,69,0
"Tennessee","Sullivan",2019,181,102,63,16,0,0,0,121,91,50,0,0,69,78,34,0
"Tennessee","Sumner",2019,178,143,35,0,0,0,0,87,58,40,0,0,103,0,75,0
"Tennessee","Williamson",2019,122,102,20,0,0,0,0,71,54,43,0,0,122,0,0,0
"Tennessee","Wilson",2019,115,99,16,0,0,0,0,74,54,41,0,0,115,0,0,0
"Texas","Bell",2019,212,156,54,2,0,0,0,105,63,43,0,1,163,0,48,0
"Texas","Bexar",2019,273,141,126,5,1,0,0,169,71,50,0,1,103,0,169,0
"Texas","Bowie",2019,196,170,26,0,0,0,0,63,52,32,0,0,0,0,196,0
"Texas","Brazoria",2019,181,158,18,4,1,0,0,161,58,35,0,2,179,0,0,0
"Texas","Brewster",2019,238,188,50,0,0,0,0,93,60,44,0,0,208,0,30,0
"Texas","Cameron",2019,181,101,80,0,0,0,0,89,69,48,0,0,69,0,112,0
"Texas","Collin",2019,181,154,23,4,0,0,0,126,58,40,0,0,181,0,0,0
"Texas","Dallas",2019,182,114,65,3,0,0,0,112,72,45,1,6,96,0,79,0
"Texas","Denton",2019,181,142,35,4,0,0,0,133,64,42,0,4,140,0,37,0
"Texas","Ector",2019,205,178,27,0,0,0,0,80,54,30,0,0,0,0,205,0
"Texas","El Paso",2019,213,60,145,6,2,0,0,157,84,57,1,6,104,0,101,1
"Texas","Ellis",2019,181,146,35,0,0,0,0,97,60,40,0,2,135,0,44,0
"Texas","Freestone",2019,208,208,0,0,0,0,0,31,1,0,0,0,0,208,0,0
"Texas","Galveston",2019,181,135,39,7,0,0,0,136,64,41,0,3,140,3,34,1
"Texas","Gregg",2019,211,186,24,1,0,0,0,112,51,35,0,2,200,9,0,0
"Texas","Harris",2019,182,89,77,13,3,0,0,169,93,51,1,10,79,0,90,2
"Texas","Harrison",2019,211,174,36,1,0,0,0,113,54,38,0,0,123,26,62,0
"Texas","Hidalgo",2019,181,103,76,2,0,0,0,106,70,45,0,0,60,0,120,1
"Texas","Hood",2019,177,160,17,0,0,0,0,90,50,36,0,0,177,0,0,0
"Texas","Howard",2019,190,169,21,0,0,0,0,99,51,6,0,0,0,190,0,0
"Texas","Hunt",2019,180,168,12,0,0,0,0,97,49,36,0,0,180,0,0,0
"Texas","Hutchinson",2019,206,118,35,51,2,0,0,162,121,33,0,0,0,206,0,0
"Texas","Jefferson",2019,181,112,65,3,1,0,0,174,74,45,0,0,102,11,68,0
"Texas","Johnson",2019,175,146,25,4,0,0,0,119,64,39,0,0,175,0,0,0
"Texas","Kaufman",2019,181,153,28,0,0,0,0,93,54,41,0,1,138,0,42,0
"Texas","Kleberg",2019,159,118,41,0,0,0,0,87,59,35,0,0,0,0,159,0
"Texas","Lubbock",2019,192,181,10,1,0,0,0,103,44,25,0,0,0,0,192,0
"Texas","Maverick",2019,159,124,34,1,0,0,0,104,62,28,0,0,0,0,159,0
"Texas","McLennan",2019,213,194,19,0,0,0,0,80,50,36,2,0,177,0,34,0
"Texas","Milam",2019,190,190,0,0,0,0,0,1,1,0,0,0,0,190,0,0
"Texas","Montgomery",2019,181,142,34,5,0,0,0,143,67,42,0,1,144,0,36,0
"Texas","Navarro",2019,181,128,47,4,2,0,0,193,72,42,0,1,109,44,27,0
"Texas","Nueces",2019,181,116,64,1,0,0,0,107,66,46,0,0,83,1,97,0
"Texas","Orange",2019,181,135,44,2,0,0,0,111,62,43,0,0,113,13,55,0
"Texas","Parker",2019,180,158,22,0,0,0,0,90,51,38,0,0,180,0,0,0
"Texas","Polk",2019,206,197,9,0,0,0,0,74,45,31,0,0,206,0,0,0
"Texas","Potter",2019,212,195,13,4,0,0,0,110,44,21,0,0,0,54,158,0
"Texas","Randall",2019,203,153,48,2,0,0,0,112,64,44,0,0,203,0,0,0
"Texas","Robertson",2019,211,211,0,0,0,0,0,17,1,0,0,0,0,211,0,0
"Texas","Rockwall",2019,169,161,8,0,0,0,0,87,47,34,0,0,169,0,0,0
"Texas","Rusk",2019,210,182,21,7,0,0,0,129,64,9,0,0,0,210,0,0
"Texas","Smith",2019,211,184,26,1,0,0,0,133,54,37,0,0,211,0,0,0
"Texas","Tarrant",2019,182,125,56,1,0,0,0,119,67,43,1,9,117,0,55,0
"Texas","Titus",2019,205,204,1,0,0,0,0,54,11,0,0,0,0,205,0,0
"Texas","Travis",2019,244,160,83,1,0,0,0,115,64,45,1,4,116,0,123,0
"Texas","Victoria",2019,160,143,17,0,0,0,0,87,54,33,0,0,160,0,0,0
"Texas","Webb",2019,182,116,65,1,0,0,0,109,72,44,1,0,62,0,118,1
"Utah","Box Elder",2019,273,222,49,2,0,0,0,121,58,43,0,66,184,0,23,0
"Utah","Cache",2019,273,199,67,7,0,0,0,137,64,46,0,0,232,0,41,0
"Utah","Carbon",2019,304,204,99,1,0,0,0,108,67,47,0,4,300,0,0,0
"Utah","Davis",2019,273,185,83,5,0,0,0,119,75,46,0,14,235,0,24,0
"Utah","Duchesne",2019,273,147,115,7,4,0,0,177,74,49,0,0,255,0,18,0
"Utah","Garfield",2019,192,156,36,0,0,0,0,80,54,44,0,0,192,0,0,0
"Utah","Iron",2019,304,275,29,0,0,0,0,84,50,43,0,8,281,0,15,0
"Utah","Salt Lake",2019,305,150,140,15,0,0,0,132,87,51,1,19,239,1,43,2
"Utah","San Juan",2019,241,184,57,0,0,0,0,93,58,46,0,0,241,0,0,0
"Utah","Tooele",2019,272,221,50,1,0,0,0,105,61,44,0,0,248,0,24,0
"Utah","Uintah",2019,273,145,111,12,4,1,0,205,87,50,0,0,263,0,10,0
"Utah","Utah",2019,305,205,100,0,0,0,0,97,71,47,1,6,272,0,26,0
"Utah","Washington",2019,304,235,69,0,0,0,0,93,61,46,0,0,299,0,5,0
"Utah","Weber",2019,217,165,50,2,0,0,0,108,64,44,1,22,166,0,28,0
"Vermont","Bennington",2019,181,171,10,0,0,0,0,68,47,39,0,0,166,0,15,0
"Vermont","Chittenden",2019,182,170,12,0,0,0,0,80,48,40,1,0,153,0,28,0
"Vermont","Rutland",2019,182,160,22,0,0,0,0,77,54,39,1,0,136,0,44,1
"Virgin Islands","St Croix",2019,27,26,1,0,0,0,0,71,41,18,0,0,0,0,27,0
"Virgin Islands","St Thomas",2019,181,164,17,0,0,0,0,91,50,25,0,0,0,0,181,0
